FlightDate,arrTime,DepDelay,TaxiMid,ArrDelay,ElapseTimeMid,AirTime,Distance
2022/1/17,1128,-6,-4,-21,-15,56,285
2022/1/17,1128,7,16,-28,-35,160,1236
2022/1/17,1128,0,17,-24,-24,171,1477
2022/1/17,1128,-4,10,-22,-18,35,190
2022/1/17,1129,0,-1,-7,-7,44,164
2022/1/17,1129,0,7,-46,-46,187,1407
2022/1/17,1129,17,-2,-8,-25,77,550
2022/1/17,1130,-10,-16,-21,-11,40,229
2022/1/17,1130,-7,6,-15,-8,64,423
2022/1/17,1130,4,5,-20,-24,189,1616
2022/1/17,1131,-5,8,-32,-27,38,247
2022/1/17,1131,-9,7,-29,-20,40,190
2022/1/17,1131,-1,-7,-17,-16,48,304
2022/1/17,1133,6,-2,-5,-11,42,190
2022/1/17,1134,-6,7,-18,-12,51,309
2022/1/17,1134,0,-18,3,3,102,597
2022/1/17,1134,-4,13,-25,-21,77,551
2022/1/17,1134,0,20,14,14,155,1171
2022/1/17,1135,14,2,-3,-17,40,237
2022/1/17,1135,-10,-2,-26,-16,59,293
2022/1/17,1135,-3,-11,-12,-9,39,227
2022/1/17,1135,-8,-4,-18,-10,45,247
2022/1/17,1138,-4,20,-52,-48,192,1428
2022/1/17,1139,3,10,-1,-4,108,872
2022/1/17,1139,-3,7,-16,-13,112,879
2022/1/17,1140,158,9,120,-38,105,801
2022/1/17,1140,-10,22,-10,0,180,1438
2022/1/17,1141,-9,6,-15,-6,49,224
2022/1/17,1141,-3,12,-12,-9,52,312
2022/1/17,1141,-4,7,-14,-10,33,192
2022/1/17,1141,-2,3,15,17,174,1017
2022/1/17,1141,39,11,24,-15,161,1103
2022/1/17,1142,-2,17,-5,-3,122,813
2022/1/17,1142,0,7,-8,-8,72,436
2022/1/17,1142,7,0,2,-5,79,488
2022/1/17,1142,-5,7,-13,-8,149,1205
2022/1/17,1143,-6,7,-9,-31,38,216
2022/1/17,1143,30,28,-37,0,133,936
2022/1/17,1143,-2,8,30,-7,179,1379
2022/1/17,1144,22,-1,0,-22,96,603
2022/1/17,1144,39,9,34,-5,148,994
2022/1/17,1145,-10,7,-42,-32,131,977
2022/1/17,1145,-6,6,-25,-19,179,1450
2022/1/17,1145,18,34,10,-8,121,989
2022/1/17,1146,-6,9,-9,-3,49,293
2022/1/17,1147,37,-1,22,-15,31,134
2022/1/17,1149,1,10,-36,-37,184,1342
2022/1/17,1149,-3,7,-11,-8,154,973
2022/1/17,1150,0,9,-10,-10,148,955
2022/1/17,1150,-3,3,-19,-16,145,1171
2022/1/17,1150,11,14,-3,-14,89,631
2022/1/17,1151,-1,0,-25,-24,101,733
2022/1/17,1151,56,14,37,-19,153,1095
2022/1/17,1152,2,25,0,-2,41,229
2022/1/17,1152,0,6,-8,-8,51,270
2022/1/17,1152,-2,18,-8,-6,163,1192
2022/1/17,1153,5,17,-10,-15,82,641
2022/1/17,1154,-7,19,-10,-3,31,158
2022/1/17,1154,57,12,15,-42,188,1389
2022/1/17,1155,-1,2,-10,-9,45,277
2022/1/17,1156,-3,7,-1,2,55,354
2022/1/17,1156,-10,1,-23,-13,53,328
2022/1/17,1156,5,5,-4,-9,29,148
2022/1/17,1156,-1,5,-9,-8,143,917
2022/1/17,1156,-4,13,-8,-4,157,1235
2022/1/17,1157,-7,5,-26,-19,69,408
2022/1/17,1157,-4,10,-21,-17,131,1055
2022/1/17,1157,44,14,19,-25,111,731
2022/1/17,1159,-1,3,-6,-5,179,1442
2022/1/17,1200,-5,0,-11,-6,129,1055
2022/1/17,1200,-2,19,-25,-23,102,755
2022/1/17,1200,-4,13,-45,-41,189,1389
2022/1/17,1201,137,26,104,-33,106,801
2022/1/17,1202,-7,8,-26,-19,33,123
2022/1/17,1202,51,21,47,-4,63,469
2022/1/17,1203,0,16,-9,-9,123,989
2022/1/17,1203,-9,5,-28,-19,54,295
2022/1/17,1203,-6,12,-22,-16,41,247
2022/1/17,1204,-4,17,-6,-2,47,239
2022/1/17,1204,-6,7,-41,-35,115,850
2022/1/17,1205,-5,0,-36,-31,61,431
2022/1/17,1205,-7,-24,5,12,133,853
2022/1/17,1206,-7,5,-25,-18,66,351
2022/1/17,1207,9,6,-13,-22,58,364
2022/1/17,1207,-2,1,-25,-23,166,1121
2022/1/17,1208,32,8,9,-23,46,282
2022/1/17,1210,-3,9,-12,-9,68,469
2022/1/17,1211,-9,14,-15,-6,21,102
2022/1/17,1211,-7,9,-4,3,181,1476
2022/1/17,1212,26,9,3,-23,135,929
2022/1/17,1212,-1,11,-8,-7,101,843
2022/1/17,1214,-8,12,-20,-12,102,775
2022/1/17,1215,-4,-13,-7,-3,108,721
2022/1/17,1216,-8,19,-12,-4,27,134
2022/1/17,1217,-7,16,-14,-7,18,89
2022/1/17,1217,-3,2,-18,-15,49,323
2022/1/17,1217,7,6,-3,-10,122,781
2022/1/17,1220,162,8,110,-52,105,852
2022/1/17,1220,1,4,-10,-11,69,444
2022/1/17,1221,-5,7,-19,-14,45,273
2022/1/17,1223,-1,0,-24,-23,192,1416
2022/1/17,1223,0,10,-40,-40,160,1236
2022/1/17,1223,40,4,33,-7,108,674
2022/1/17,1229,-1,13,-1,0,39,189
2022/1/17,1229,-2,9,-50,-48,184,1325
2022/1/17,1230,0,3,-8,-8,153,1242
2022/1/17,1231,34,14,21,-13,83,563
2022/1/17,1231,-10,14,-53,-43,210,1587
2022/1/17,1232,60,8,47,-13,46,312
2022/1/17,1232,-5,21,-18,-13,75,563
2022/1/17,1233,-2,9,-17,-15,172,1282
2022/1/17,1234,-3,29,-23,-20,147,1041
2022/1/17,1234,-2,1,-18,-16,90,539
2022/1/17,1234,5,8,-11,-16,132,1067
2022/1/17,1235,-5,13,-21,-16,98,794
2022/1/17,1236,-1,15,-22,-21,100,689
2022/1/17,1236,-11,-21,-8,3,63,396
2022/1/17,1236,4,21,-7,-11,112,756
2022/1/17,1236,4,7,-14,-18,43,239
2022/1/17,1237,-4,7,-17,-13,99,775
2022/1/17,1237,-6,8,-24,-18,136,912
2022/1/17,1237,-2,32,-12,-10,105,761
2022/1/17,1238,1,-4,-42,-43,164,1246
2022/1/17,1239,1,16,-18,-19,109,731
2022/1/17,1239,0,10,-11,-11,36,189
2022/1/17,1240,-5,21,-15,-10,123,919
2022/1/17,1241,-7,26,-22,-15,136,986
2022/1/17,1241,-2,6,-15,-13,82,641
2022/1/17,1241,63,4,41,-22,65,441
2022/1/17,1242,-10,-1,-25,-15,73,482
2022/1/17,1242,-8,6,-28,-20,148,957
2022/1/17,1245,2,3,-2,-4,136,1090
2022/1/17,1245,-3,8,-20,-17,109,868
2022/1/17,1246,-10,1,-23,-13,161,1346
2022/1/17,1246,-2,13,-19,-17,122,874
2022/1/17,1246,17,8,16,-1,136,853
2022/1/17,1246,0,1,-17,-17,69,431
2022/1/17,1248,-12,2,-52,-40,60,372
2022/1/17,1248,30,-9,32,2,98,721
2022/1/17,1248,-7,14,-51,-44,199,1430
2022/1/17,1250,5,14,-3,-8,111,771
2022/1/17,1251,-10,14,-17,-7,159,1303
2022/1/17,1251,-11,12,-13,-2,160,1032
2022/1/17,1253,-5,4,-11,-6,145,1171
2022/1/17,1255,-8,10,-20,-12,215,1874
2022/1/17,1255,82,3,76,-6,97,604
2022/1/17,1255,42,11,20,-22,170,1162
2022/1/17,1256,-8,3,-57,-49,183,1372
2022/1/17,1256,4,19,-25,-29,130,912
2022/1/17,1256,-3,0,-4,-1,40,238
2022/1/17,1256,-8,5,-62,-54,183,1372
2022/1/17,1257,-12,13,-26,-14,36,191
2022/1/17,1257,-3,11,-11,-8,37,191
2022/1/17,1258,-3,16,-31,-28,97,657
2022/1/17,1258,3,0,-7,-10,161,1345
2022/1/17,1258,-10,2,-20,-10,146,1188
2022/1/17,1300,-5,8,-15,-10,49,293
2022/1/17,1300,0,15,-46,-46,215,1597
2022/1/17,1301,-4,12,-7,-3,195,1609
2022/1/17,1301,-5,6,-17,-12,127,854
2022/1/17,1301,3,2,-19,-22,194,1660
2022/1/17,1302,-10,5,-14,-4,73,551
2022/1/17,1302,-4,15,-11,-7,198,1635
2022/1/17,1302,-2,9,-2,0,157,1235
2022/1/17,1304,-3,21,-25,-22,134,1097
2022/1/17,1304,10,4,-31,-41,102,793
2022/1/17,1305,-2,10,-14,-12,126,1009
2022/1/17,1305,-2,-1,-8,-6,147,1205
2022/1/17,1306,-8,0,-30,-22,31,175
2022/1/17,1307,27,-5,17,-10,71,461
2022/1/17,1307,7,14,-33,-40,158,1190
2022/1/17,1307,-2,6,-23,-21,43,224
2022/1/17,1307,-10,21,6,16,116,842
2022/1/17,1308,4,21,0,-4,32,140
2022/1/17,1308,4,9,-27,-31,119,925
2022/1/17,1310,-4,9,-15,-11,64,319
2022/1/17,1310,-7,8,-47,-40,175,1303
2022/1/17,1311,-9,4,-16,-7,200,1608
2022/1/17,1311,48,15,-13,-61,178,1400
2022/1/17,1311,-1,31,-13,-12,130,977
2022/1/17,1311,-6,4,-14,-8,93,592
2022/1/17,1311,7,10,-5,-12,147,918
2022/1/17,1312,-7,24,-24,-17,108,852
2022/1/17,1315,0,46,-10,-10,119,925
2022/1/17,1315,-6,11,-5,1,134,1009
2022/1/17,1315,-9,17,-13,-4,102,794
2022/1/17,1315,-8,-2,-29,-21,76,550
2022/1/17,1315,-7,5,-30,-23,78,641
2022/1/17,1316,-10,8,-24,-14,62,429
2022/1/17,1316,-9,5,-39,-30,104,725
2022/1/17,1318,1,20,-1,-2,29,140
2022/1/17,1318,-1,10,-2,-1,83,562
2022/1/17,1319,2,18,-4,-6,123,787
2022/1/17,1319,53,10,0,-53,203,1597
2022/1/17,1320,11,-6,-2,-13,141,929
2022/1/17,1321,-4,4,-15,-11,44,229
2022/1/17,1321,-8,4,-10,-2,73,528
2022/1/17,1321,-14,0,-36,-22,98,721
2022/1/17,1322,-4,13,-14,-10,53,316
2022/1/17,1322,3,5,-17,-20,82,542
2022/1/17,1322,-6,-2,-23,-17,105,622
2022/1/17,1322,-3,11,-18,-15,90,623
2022/1/17,1322,-7,3,-8,-1,74,551
2022/1/17,1322,37,13,19,-18,152,1231
2022/1/17,1323,-6,3,-21,-15,47,312
2022/1/17,1323,75,14,78,3,148,985
2022/1/17,1324,-9,30,-7,2,162,1195
2022/1/17,1324,9,7,6,-3,157,1222
2022/1/17,1324,-1,8,-16,-15,78,583
2022/1/17,1324,0,10,-11,-11,36,190
2022/1/17,1325,-1,5,-14,-13,130,861
2022/1/17,1325,-5,8,-17,-12,122,989
2022/1/17,1325,-8,-4,-29,-21,52,328
2022/1/17,1326,-7,8,-24,-17,102,630
2022/1/17,1326,-3,2,-18,-15,45,224
2022/1/17,1327,24,31,14,-10,114,844
2022/1/17,1328,-11,10,-40,-29,54,335
2022/1/17,1328,1,9,-7,-8,75,436
2022/1/17,1328,20,5,-1,-21,144,985
2022/1/17,1329,-1,13,-7,-6,26,140
2022/1/17,1329,-5,26,-46,-41,187,1381
2022/1/17,1329,28,5,19,-9,124,1020
2022/1/17,1329,16,12,-11,-27,164,1192
2022/1/17,1329,7,7,-4,-11,47,224
2022/1/17,1330,-4,-7,-7,-3,36,158
2022/1/17,1330,-2,6,-5,-3,156,1235
2022/1/17,1330,-1,3,-5,-4,57,305
2022/1/17,1331,-4,9,-5,-1,176,1379
2022/1/17,1331,-5,18,-12,-7,130,1087
2022/1/17,1331,0,9,-14,-14,93,722
2022/1/17,1331,15,-1,-4,-19,41,237
2022/1/17,1332,46,-1,13,-33,155,1172
2022/1/17,1332,-10,14,-25,-15,60,396
2022/1/17,1332,15,13,7,-8,146,994
2022/1/17,1332,2,5,2,0,182,1481
2022/1/17,1332,13,12,-1,-14,177,1464
2022/1/17,1332,-2,14,-20,-18,130,986
2022/1/17,1333,5,-16,-15,-20,92,737
2022/1/17,1334,-11,21,-4,7,196,1482
2022/1/17,1334,5,8,-5,-10,54,305
2022/1/17,1334,13,8,-11,-24,99,794
2022/1/17,1334,-8,11,-26,-18,46,216
2022/1/17,1334,1,14,-13,-14,42,247
2022/1/17,1335,-11,7,-20,-9,43,227
2022/1/17,1335,-14,6,-24,-10,29,123
2022/1/17,1335,-1,2,-16,-15,114,813
2022/1/17,1335,-5,4,-20,-15,28,148
2022/1/17,1335,-3,15,-5,-2,115,879
2022/1/17,1337,-6,7,-32,-26,185,1297
2022/1/17,1337,-4,-3,-18,-14,33,102
2022/1/17,1338,-10,3,-22,-12,85,500
2022/1/17,1338,9,10,-7,-16,81,562
2022/1/17,1338,-4,-2,-18,-14,135,936
2022/1/17,1339,-3,18,6,9,124,862
2022/1/17,1339,-7,2,-18,-11,152,1235
2022/1/17,1339,-10,0,-55,-45,212,1562
2022/1/17,1340,-13,4,-20,-7,157,1017
2022/1/17,1341,-4,-8,-15,-11,31,89
2022/1/17,1342,-9,3,-18,-9,66,383
2022/1/17,1342,-8,4,-20,-12,66,429
2022/1/17,1342,-1,9,-16,-15,151,1195
2022/1/17,1342,-9,-5,-20,-11,32,134
2022/1/17,1342,-1,23,7,8,132,1090
2022/1/17,1343,-6,1,-32,-26,107,801
2022/1/17,1343,-2,8,-22,-20,165,1121
2022/1/17,1344,-3,6,-13,-10,55,354
2022/1/17,1344,16,5,-1,-17,100,775
2022/1/17,1344,6,-1,-2,-8,40,190
2022/1/17,1344,-4,2,-20,-16,173,1119
2022/1/17,1345,5,5,-4,-9,45,282
2022/1/17,1345,18,4,-17,-35,186,1389
2022/1/17,1346,-9,-2,-12,-3,88,674
2022/1/17,1346,-5,-3,-14,-9,82,619
2022/1/17,1346,0,2,-20,-20,58,364
2022/1/17,1348,3,-4,-10,-13,50,304
2022/1/17,1349,-4,-4,-21,-17,146,1052
2022/1/17,1350,24,9,-11,-35,212,1504
2022/1/17,1350,0,9,-10,-10,167,1061
2022/1/17,1351,-8,7,-15,-7,149,1164
2022/1/17,1351,-8,-19,-1,7,53,247
2022/1/17,1351,-5,9,-19,-14,27,164
2022/1/17,1351,1,9,-19,-20,42,247
2022/1/17,1351,-1,1,-9,-8,164,1374
2022/1/17,1352,52,14,5,-47,191,1389
2022/1/17,1352,8,22,-3,-11,124,919
2022/1/17,1352,-2,12,-20,-18,72,447
2022/1/17,1353,-3,12,-18,-15,25,134
2022/1/17,1353,-10,12,-12,-2,27,113
2022/1/17,1353,-6,2,-7,-1,163,1121
2022/1/17,1355,-6,9,-5,1,151,1226
2022/1/17,1355,-2,15,-10,-8,197,1660
2022/1/17,1356,272,11,258,-14,153,1061
2022/1/17,1356,16,29,-4,-20,144,1067
2022/1/17,1357,26,5,22,-4,43,247
2022/1/17,1358,9,21,0,-9,45,282
2022/1/17,1358,5,5,-7,-12,42,239
2022/1/17,1358,-5,13,-23,-18,143,1171
2022/1/17,1359,-1,3,4,5,64,354
2022/1/17,1359,27,30,9,-18,123,926
2022/1/17,1400,0,-6,-16,-16,163,1217
2022/1/17,1401,10,10,-1,-11,45,247
2022/1/17,1402,22,9,12,-10,53,323
2022/1/17,1402,-10,-4,-33,-23,235,1764
2022/1/17,1403,-6,5,-20,-14,149,994
2022/1/17,1404,8,5,-11,-19,37,192
2022/1/17,1404,21,9,4,-17,116,731
2022/1/17,1405,-10,7,-51,-41,140,1075
2022/1/17,1405,26,4,6,-20,49,280
2022/1/17,1406,30,4,1,-29,103,835
2022/1/17,1406,10,14,2,-8,51,309
2022/1/17,1406,13,11,6,-7,132,816
2022/1/17,1407,34,-2,14,-20,91,685
2022/1/17,1407,-3,5,-8,-5,87,677
2022/1/17,1407,-6,6,-18,-12,44,273
2022/1/17,1408,-7,13,-11,-4,187,1476
2022/1/17,1408,-6,5,-12,-6,48,247
2022/1/17,1408,-4,-15,3,7,33,192
2022/1/17,1409,0,17,-49,-49,194,1416
2022/1/17,1410,41,2,30,-11,71,469
2022/1/17,1412,-2,5,-28,-26,127,845
2022/1/17,1413,36,3,25,-11,96,701
2022/1/17,1413,1,3,-17,-18,66,461
2022/1/17,1414,-6,10,-13,-7,84,551
2022/1/17,1414,-1,10,-1,0,163,1357
2022/1/17,1414,-5,12,-22,-17,145,1205
2022/1/17,1415,-2,4,-10,-8,93,571
2022/1/17,1415,-7,3,-25,-18,53,358
2022/1/17,1415,26,13,-12,-38,204,1504
2022/1/17,1416,-4,9,-10,-6,152,1242
2022/1/17,1416,46,-1,31,-15,75,569
2022/1/17,1419,1,9,-16,-17,83,602
2022/1/17,1419,-4,7,-16,-12,131,849
2022/1/17,1422,-4,17,-33,-29,134,986
2022/1/17,1423,-5,9,-12,-7,40,189
2022/1/17,1423,-6,6,-27,-21,110,756
2022/1/17,1423,4,-9,3,-1,57,302
2022/1/17,1425,-2,4,-15,-13,43,239
2022/1/17,1425,21,-3,15,-6,79,563
2022/1/17,1425,-1,3,-20,-19,106,798
2022/1/17,1425,-1,4,-30,-29,79,550
2022/1/17,1426,73,4,42,-31,137,1021
2022/1/17,1426,-5,11,-30,-25,67,431
2022/1/17,1427,-8,6,-19,-11,99,773
2022/1/17,1427,-4,3,1,5,194,1504
2022/1/17,1428,2,12,-34,-36,186,1372
2022/1/17,1428,-3,1,-10,-7,106,868
2022/1/17,1429,11,10,8,-3,150,1242
2022/1/17,1429,13,9,9,-4,133,1069
2022/1/17,1429,-3,6,-19,-16,74,469
2022/1/17,1430,6,13,10,4,190,1504
2022/1/17,1430,-3,5,-30,-27,166,1209
2022/1/17,1431,-7,4,-52,-45,163,1208
2022/1/17,1432,107,3,86,-21,185,1400
2022/1/17,1433,39,15,20,-19,61,461
2022/1/17,1435,-1,4,-10,-9,88,651
2022/1/17,1435,-3,21,-20,-17,127,1042
2022/1/17,1436,1,10,-28,-29,107,781
2022/1/17,1436,37,25,51,14,56,319
2022/1/17,1437,6,6,-8,-14,154,1222
2022/1/17,1439,-7,8,-6,1,157,1243
2022/1/17,1441,-10,5,-14,-4,94,667
2022/1/17,1441,-8,2,-14,-6,113,945
2022/1/17,1441,-6,7,-25,-19,149,985
2022/1/17,1442,-7,3,-16,-9,76,461
2022/1/17,1442,-3,4,-18,-15,143,929
2022/1/17,1443,69,-4,43,-26,68,460
2022/1/17,1444,335,43,329,-6,132,926
2022/1/17,1445,-4,10,-6,-2,171,1375
2022/1/17,1445,7,8,-5,-12,46,347
2022/1/17,1446,94,5,72,-22,139,966
2022/1/17,1446,-11,7,-7,4,154,1242
2022/1/17,1450,-1,11,-20,-19,107,793
2022/1/17,1451,-11,2,-21,-10,100,721
2022/1/17,1452,-12,6,-35,-23,125,934
2022/1/17,1452,-2,-12,-4,-2,100,689
2022/1/17,1453,-1,-2,-13,-12,38,140
2022/1/17,1453,37,1,26,-11,44,190
2022/1/17,1453,12,23,2,-10,125,919
2022/1/17,1453,0,27,3,3,228,1874
2022/1/17,1454,0,1,-46,-46,116,937
2022/1/17,1454,8,3,-17,-25,96,631
2022/1/17,1455,-6,16,-11,-5,202,1635
2022/1/17,1456,-13,3,-55,-42,214,1562
2022/1/17,1459,-1,-6,-1,0,148,973
2022/1/17,1500,1,4,-19,-20,116,787
2022/1/17,1500,-6,7,-60,-54,194,1428
2022/1/17,1500,-9,10,-20,-11,156,1313
2022/1/17,1500,12,11,-14,-26,67,460
2022/1/17,1501,-5,17,-32,-27,110,852
2022/1/17,1501,-1,11,-14,-13,163,1103
2022/1/17,1502,83,9,70,-13,127,1055
2022/1/17,1503,-5,9,-12,-7,34,148
2022/1/17,1503,-1,13,-7,-6,102,843
2022/1/17,1504,5,4,-30,-35,108,801
2022/1/17,1504,-1,4,-28,-27,122,925
2022/1/17,1505,-9,7,-16,-7,41,191
2022/1/17,1506,-9,6,-25,-16,66,395
2022/1/17,1506,1,7,-7,-8,112,862
2022/1/17,1506,5,8,-14,-19,49,319
2022/1/17,1507,-1,11,-17,-16,86,563
2022/1/17,1507,-5,12,-10,-5,24,102
2022/1/17,1507,0,-3,-18,-18,112,883
2022/1/17,1507,5,16,-37,-42,187,1389
2022/1/17,1508,-6,9,-26,-20,131,912
2022/1/17,1509,13,-3,-1,-14,107,695
2022/1/17,1510,0,10,-14,-14,97,643
2022/1/17,1510,203,31,216,13,171,1431
2022/1/17,1510,-3,1,-13,-10,124,989
2022/1/17,1511,21,-17,-6,-27,190,1389
2022/1/17,1511,46,7,41,-5,147,1211
2022/1/17,1511,-11,-3,-26,-15,22,113
2022/1/17,1512,-5,16,-13,-8,148,1222
2022/1/17,1512,-17,-1,-28,-11,118,886
2022/1/17,1512,-4,7,-23,-19,61,441
2022/1/17,1512,-7,3,-18,-11,131,1055
2022/1/17,1513,14,3,-17,-31,170,1162
2022/1/17,1515,-4,6,-18,-14,66,469
2022/1/17,1515,0,11,-20,-20,108,721
2022/1/17,1516,-3,8,-24,-21,122,925
2022/1/17,1516,-10,13,-19,-9,159,1346
2022/1/17,1516,-11,14,-13,-2,160,1303
2022/1/17,1518,19,17,-17,-36,117,871
2022/1/17,1518,-2,8,-12,-10,96,775
2022/1/17,1518,-5,20,-16,-11,136,936
2022/1/17,1518,-7,-1,-19,-12,75,551
2022/1/17,1520,-5,14,-8,-3,30,158
2022/1/17,1520,-4,19,-7,-3,19,89
2022/1/17,1520,-10,9,-15,-5,154,1242
2022/1/17,1521,-4,15,-12,-8,123,1009
2022/1/17,1521,-5,12,-19,-14,41,216
2022/1/17,1522,114,6,100,-14,135,1086
2022/1/17,1522,-2,5,-8,-6,81,619
2022/1/17,1522,-2,4,-14,-12,37,190
2022/1/17,1523,-2,6,-32,-30,40,216
2022/1/17,1524,-4,10,-22,-18,48,224
2022/1/17,1524,23,11,-6,-29,193,1416
2022/1/17,1524,-8,-10,-12,-4,127,854
2022/1/17,1524,8,-1,-26,-34,171,1218
2022/1/17,1525,-8,-5,-24,-16,123,767
2022/1/17,1525,-7,-6,-18,-11,30,134
2022/1/17,1526,15,19,11,-4,49,347
2022/1/17,1526,14,18,-1,-15,78,592
2022/1/17,1527,-6,27,-2,4,96,667
2022/1/17,1527,-1,-2,2,3,201,1616
2022/1/17,1527,-4,0,-8,-4,55,316
2022/1/17,1527,-12,-2,-19,-7,41,164
2022/1/17,1527,-5,6,-20,-15,53,312
2022/1/17,1529,-6,21,-12,-6,36,191
2022/1/17,1529,0,15,-11,-11,117,927
2022/1/17,1529,-6,-6,-17,-11,40,225
2022/1/17,1529,-4,-5,-18,-14,50,304
2022/1/17,1529,8,-15,-14,-22,189,1391
2022/1/17,1530,-9,13,-10,-1,153,1246
2022/1/17,1530,-3,-1,-16,-13,72,569
2022/1/17,1530,-4,16,-13,-9,144,964
2022/1/17,1531,393,-1,351,-42,172,1231
2022/1/17,1531,0,-4,-24,-24,40,237
2022/1/17,1532,-4,8,-8,-4,151,1214
2022/1/17,1532,-4,1,-17,-13,146,1205
2022/1/17,1533,-5,22,-1,4,29,140
2022/1/17,1534,-5,21,-14,-9,24,134
2022/1/17,1535,17,9,-21,-38,213,1569
2022/1/17,1535,0,0,-20,-20,134,1034
2022/1/17,1535,-7,9,-8,-1,154,1235
2022/1/17,1536,-8,11,-16,-8,104,813
2022/1/17,1537,-10,0,-27,-17,93,773
2022/1/17,1537,-3,10,-3,0,142,1086
2022/1/17,1537,-3,10,-17,-14,44,247
2022/1/17,1537,-6,-9,-15,-9,34,175
2022/1/17,1538,6,8,-13,-19,116,813
2022/1/17,1539,-4,6,-17,-13,48,282
2022/1/17,1539,-6,-2,-16,-10,159,1272
2022/1/17,1539,-8,-1,-16,-8,63,354
2022/1/17,1539,-5,15,-16,-11,117,731
2022/1/17,1540,3,2,-9,-12,99,603
2022/1/17,1540,16,8,8,-8,66,351
2022/1/17,1540,-10,2,-29,-19,97,769
2022/1/17,1541,11,6,-8,-19,112,731
2022/1/17,1541,7,7,-1,-8,129,1055
2022/1/17,1541,7,4,-14,-21,35,189
2022/1/17,1542,-3,12,-8,-5,51,282
2022/1/17,1542,-4,14,-8,-4,214,1770
2022/1/17,1543,-3,5,-22,-19,111,804
2022/1/17,1543,106,7,103,-3,197,1621
2022/1/17,1544,-9,5,-21,-12,67,396
2022/1/17,1544,-8,7,-21,-13,97,775
2022/1/17,1545,35,14,27,-8,33,140
2022/1/17,1545,-2,11,-12,-10,50,309
2022/1/17,1545,-3,7,-19,-16,105,721
2022/1/17,1547,-5,-3,-17,-12,148,922
2022/1/17,1547,-5,12,-9,-4,66,383
2022/1/17,1547,-7,9,-13,-6,154,1041
2022/1/17,1548,-13,4,-28,-15,66,435
2022/1/17,1548,-1,3,-18,-17,57,335
2022/1/17,1549,56,7,9,-47,178,1400
2022/1/17,1549,-2,11,-13,-11,54,354
2022/1/17,1550,5,17,-21,-26,130,977
2022/1/17,1551,-7,18,-13,-6,66,429
2022/1/17,1551,0,3,-12,-12,51,309
2022/1/17,1553,-6,7,-7,-1,49,247
2022/1/17,1554,4,13,-9,-13,112,785
2022/1/17,1554,-4,9,-21,-17,95,677
2022/1/17,1554,0,9,-21,-21,130,972
2022/1/17,1554,7,12,-6,-13,161,1121
2022/1/17,1554,7,24,4,-3,83,678
2022/1/17,1555,7,-6,0,-7,49,247
2022/1/17,1555,52,11,34,-18,153,1032
2022/1/17,1556,-4,45,-2,2,119,861
2022/1/17,1556,470,14,445,-25,131,1034
2022/1/17,1556,-2,15,-33,-31,131,977
2022/1/17,1556,34,9,7,-27,46,280
2022/1/17,1557,42,2,13,-29,108,821
2022/1/17,1558,312,12,263,-49,189,1391
2022/1/17,1559,17,7,4,-13,83,641
2022/1/17,1600,12,37,22,10,122,913
2022/1/17,1600,26,14,20,-6,168,1379
2022/1/17,1600,3,10,-4,-7,158,1236
2022/1/17,1600,5,12,9,4,141,928
2022/1/17,1600,-8,3,-36,-28,150,987
2022/1/17,1601,19,12,-25,-44,232,1698
2022/1/17,1602,-2,4,-16,-14,55,305
2022/1/17,1603,1,0,-12,-13,63,404
2022/1/17,1604,28,24,27,-1,45,224
2022/1/17,1605,-7,14,-22,-15,77,563
2022/1/17,1606,-3,16,-6,-3,47,224
2022/1/17,1608,-11,7,-32,-21,110,853
2022/1/17,1608,169,13,168,-1,276,2007
2022/1/17,1608,5,8,-2,-7,94,758
2022/1/17,1609,1,5,-26,-27,106,801
2022/1/17,1609,0,3,4,4,106,872
2022/1/17,1610,-1,1,-3,-2,203,1660
2022/1/17,1610,18,3,5,-13,43,239
2022/1/17,1611,-3,10,-14,-11,104,696
2022/1/17,1613,8,12,-2,-10,160,1109
2022/1/17,1614,-4,9,-16,-12,147,1171
2022/1/17,1614,-3,9,-21,-18,140,936
2022/1/17,1616,-1,10,-13,-12,143,918
2022/1/17,1617,68,16,30,-38,196,1504
2022/1/17,1617,2,7,2,0,72,436
2022/1/17,1617,-12,4,-58,-46,186,1372
2022/1/17,1618,17,10,18,1,148,1209
2022/1/17,1618,-5,8,-38,-33,110,801
2022/1/17,1619,30,0,25,-5,49,247
2022/1/17,1620,-6,10,-15,-9,83,641
2022/1/17,1620,-3,7,-10,-7,149,1241
2022/1/17,1621,-5,7,-24,-19,146,1042
2022/1/17,1621,-11,5,-20,-9,66,462
2022/1/17,1622,20,43,43,23,115,771
2022/1/17,1622,-3,3,-28,-25,40,239
2022/1/17,1624,-5,8,-22,-17,95,775
2022/1/17,1625,21,2,10,-11,86,650
2022/1/17,1626,-9,3,-20,-11,75,501
2022/1/17,1626,12,12,11,-1,136,1069
2022/1/17,1626,-6,6,-21,-15,28,102
2022/1/17,1627,-13,10,-21,-8,67,429
2022/1/17,1628,-3,17,-15,-12,187,1464
2022/1/17,1628,-1,10,-32,-31,137,1034
2022/1/17,1628,-4,7,-19,-15,122,936
2022/1/17,1629,-4,5,-41,-37,120,925
2022/1/17,1629,-5,5,-11,-6,166,1374
2022/1/17,1630,9,4,-2,-11,74,461
2022/1/17,1630,6,-4,14,8,203,1770
2022/1/17,1630,-4,4,-15,-11,76,494
